decile1b,decile3,decile1,race,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,sex,tier,index6040,dropout,pass_bar
9,9,9,1,1,40,3.3,1.29,65,1.26,1,4,-58,0,1,4,803.68419,0,1
5,4,5,0,4,44,3.5,-0.13,69,-0.42,1,5,-62,0,1,5,886.842082,0,1
6,4,6,0,1,41,3.6,0.17,53,-0.33,1,2,-46,0,1,4,849.473663,0,1
2,3,2,1,4,45,2.8,-0.97,68,-0.82,1,4,-61,0,1,5,832.631555,0,1
3,4,3,0,3,36,3.4,-0.63,69,-0.47,1,4,-62,0,0,3,750.526298,0,1
4,5,4,1,1,37,3.4,-0.31,60,-0.21,1,3,-53,0,1,4,766.315771,0,1
7,7,7,1,3,34,3.1,0.45,67,0.32,1,4,-60,0,0,3,688.947352,0,1
4,1,4,1,3,33,3.1,-0.32,67,-1.9,1,2,-61,0,0,3,673.157879,0,0
6,6,6,1,5,42,3.5,0.3,69,0.08,1,4,-62,0,1,6,855.263136,0,1
2,1,2,0,3,24,2.4,-1.02,67,-1.4,1,3,-65,0,0,3,461.052622,0,1
4,4,4,0,5,33,3.7,-0.22,70,-0.28,1,3,-63,0,1,6,733.157879,0,1
8,9,8,1,3,39,3.3,0.72,67,1.27,1,2,-60,0,1,3,787.894717,0,1
10,10,10,1,3,37,3.2,1.59,68,1.68,1,3,-61,0,0,3,746.315771,0,1
8,6,8,1,1,37,3.2,0.64,69,0.15,1,4,-62,0,0,4,746.315771,0,1
10,10,10,1,3,38,3.1,1.84,58,2.79,1,3,-51,0,0,3,752.105244,0,1
5,6,5,1,1,37.5,3.3,-0.03,68,0.1,1,4,-61,0,1,4,764.2105075,0,1
4,7,4,1,5,41,3.7,-0.31,60,0.42,1,4,-53,0,1,6,859.473663,0,1
2,1,2,1,4,40,2.8,-0.98,68,-1.42,1,4,-61,0,1,5,753.68419,0,1
10,5,10,0,4,42,2.9,1.31,66,-0.17,1,4,-59,0,1,5,795.263136,0,1
5,7,6,0,6,29,2,0.02,62,0.32,1,3,-60,0,1,1,499.999987,0,1
1,1,1,0,2,35,2,-1.71,65,-2.29,1,3,-58,0,1,2,594.736825,0,0
5,3,6,1,3,31.5,3.2,0.04,60,-0.67,1,3,-53,0,1,3,659.4736695,0,1
6,2,6,1,1,36,3.5,0.12,69,-0.94,1,3,-62,0,0,4,760.526298,0,1
6,4,6,1,3,44,2.1,0.07,68,-0.42,1,5,-61,0,1,3,746.842082,0,1
3,3,3,1,5,42,3,-0.76,67,-0.68,1,3,-60,0,1,6,805.263136,0,1
5,5,6,1,3,33.5,3.4,0,69,-0.21,1,1,-62,0,0,3,711.0526155,0,1
9,9,9,1,1,39,3.6,1.21,69,1.28,1,4,-62,0,1,4,817.894717,0,1
4,3,4,1,2,27,2.6,-0.31,67,-0.74,1,5,-65,0,1,2,528.421041,0,1
10,10,10,1,3,40,3,2.24,53,2.95,1,2,-46,0,0,3,773.68419,0,1
3,2,4,1,3,41,3.3,-0.46,71,-1.13,1,2,-64,0,1,3,819.473663,0,1
10,10,10,1,3,45,3.2,1.32,69,1.47,1,5,-67,0,0,3,872.631555,0,1
9,9,9,1,3,34.5,3.2,1.01,69,1.17,1,4,-62,0,0,3,706.8420885,0,1
3,1,3,1,2,26,3.3,-0.66,68,-1.35,1,4,-61,0,1,2,582.631568,0,0
10,10,10,1,4,43,3.9,1.6,64,1.66,1,2,-57,0,1,5,911.052609,0,1
5,4,6,1,2,30,3.7,0,65,-0.36,1,4,-63,0,0,2,685.78946,0,1
5,6,5,1,4,45,3.6,-0.12,69,0.18,1,2,-62,0,1,5,912.631555,0,1
4,4,4,1,3,35,2.3,-0.35,66,-0.38,1,3,-59,0,1,3,624.736825,0,1
2,3,3,0,4,25.5,3.4,-0.75,68,-0.53,2,3,-61,1,0,5,584.7368315,0,1
7,6,8,1,3,40,3.5,0.54,62,0.08,1,3,-55,0,1,3,823.68419,0,1
2,2,3,1,1,39,3,-0.76,52,-1.18,1,5,-45,0,1,4,757.894717,0,1
1,1,1,0,4,33.5,3.3,-1.89,69,-2.14,1,3,-62,0,0,5,701.0526155,0,0
3,5,3,1,4,34,3.1,-0.54,62,-0.24,1,4,-55,0,1,5,688.947352,0,1
7,8,7,0,3,35,3.7,0.49,69,0.58,1,4,-62,0,0,3,764.736825,0,1
2,2,3,1,2,35,3,-0.82,69,-1.24,1,3,-62,0,1,2,694.736825,0,1
6,5,6,1,1,37,3.1,0.09,61,-0.09,1,3,-54,0,1,4,736.315771,0,1
5,6,5,1,3,46,2.9,-0.12,64,0.04,1,3,-57,0,1,3,858.421028,0,1
9,10,9,1,3,47,2.8,0.92,60,1.52,1,3,-53,0,1,3,864.210501,0,1
7,8,7,1,3,43,2.6,0.31,68,0.81,1,4,-61,0,1,3,781.052609,0,1
6,6,6,1,1,40,3.6,0.24,69,0.29,1,4,-62,0,1,4,833.68419,0,1
2,4,2,1,3,36,3.3,-0.84,69,-0.31,1,4,-62,0,1,3,740.526298,0,1
2,1,2,1,3,36,3.1,-0.85,68,-2.06,1,4,-61,0,1,3,720.526298,0,1
10,10,10,0,3,30,2.8,1.39,68,1.44,1,3,-61,0,1,3,595.78946,0,1
5,6,5,1,3,38,3.1,-0.03,70,0.03,1,2,-63,0,1,3,752.105244,0,1
2,2,2,0,4,34,3.2,-1.09,63,-0.96,1,4,-56,0,0,5,698.947352,0,0
5,2,5,1,1,28,3.3,0.01,67,-0.89,1,4,-60,0,1,4,614.210514,0,1
7,8,7,1,4,41,3.7,0.53,70,0.59,1,4,-63,0,0,5,859.473663,0,1
3,2,3,1,3,24,2.6,-0.53,64,-1.08,1,3,-62,0,1,3,481.052622,0,1
1,1,1,1,1,42,2.9,-1.54,68,-1.88,1,3,-61,0,1,4,795.263136,0,1
6,7,6,1,3,37,3.2,0.15,69,0.45,1,4,-62,0,1,3,746.315771,0,1
2,2,2,1,4,40,3.8,-0.89,69,-1.05,1,4,-62,0,0,5,853.68419,0,1
4,6,5,1,4,44,3.2,-0.23,66,0.07,1,5,-59,0,0,5,856.842082,0,1
7,7,7,1,3,33,3.2,0.44,69,0.45,1,2,-67,0,1,3,683.157879,0,1
2,2,3,1,2,28,3,-0.76,67,-1.03,1,3,-60,0,0,2,584.210514,0,1
4,2,4,1,3,35,3.3,-0.32,69,-1.17,1,2,-62,0,0,3,724.736825,0,1
7,9,7,1,1,41,3.7,0.47,69,1.05,1,4,-62,0,1,4,859.473663,0,1
9,8,9,1,3,33,3.2,1.06,68,0.72,1,4,-61,0,0,3,683.157879,0,1
1,1,2,0,3,23.5,2.6,-1.16,68,-1.59,1,3,-61,0,0,3,473.1578855,0,1
1,1,1,0,3,25,2.4,-2.29,55,-1.73,1,1,-48,0,0,3,476.842095,0,1
6,6,7,1,3,36.5,3.3,0.26,69,0.19,1,5,-67,0,0,3,748.4210345,0,1
9,9,9,1,2,33,2.9,0.86,68,1.11,1,4,-61,0,1,2,653.157879,0,1
5,2,5,1,2,33,2.4,-0.14,68,-0.91,1,4,-66,0,1,2,603.157879,0,1
8,9,8,1,2,31,2.8,0.63,59,0.87,1,3,-52,0,0,2,611.578933,0,1
10,9,10,1,1,30,3.1,1.86,64,1.14,1,2,-57,0,0,4,625.78946,0,1
10,9,10,1,3,37,3.2,1.78,58,0.94,1,3,-51,0,1,3,746.315771,0,1
6,8,7,1,1,40,3.8,0.3,69,0.61,1,3,-62,0,0,4,853.68419,0,1
4,1,4,1,3,39,3.6,-0.34,68,-1.43,1,2,-61,0,0,3,817.894717,0,0
9,10,9,1,4,40,3.1,1.24,62,1.31,1,4,-55,0,0,5,783.68419,0,1
8,7,8,1,3,47,2.6,0.78,59,0.49,2,3,-52,1,1,3,844.210501,0,1
2,6,2,1,2,32,3,-1.04,66,-0.03,1,3,-59,0,1,2,647.368406,0,1
5,2,5,1,3,38,2.6,-0.1,65,-1.18,1,3,-63,0,1,3,702.105244,0,1
10,10,10,1,3,37,3.9,1.64,53,1.71,2,1,-46,1,0,3,816.315771,0,1
7,8,8,1,3,36,3.4,0.55,69,0.78,1,3,-62,0,0,3,750.526298,0,1
8,9,9,1,2,40,2.6,0.83,63,0.92,1,4,-56,0,1,2,733.68419,0,1
1,1,1,0,1,29,2.6,-1.34,69,-1.9,1,4,-62,0,1,4,559.999987,0,1
8,8,8,1,4,45,3.2,0.84,68,0.82,1,4,-61,0,0,5,872.631555,0,1
7,6,7,1,4,43,3.6,0.38,65,0.1,1,4,-58,0,1,5,881.052609,0,1
7,5,7,1,3,40,3.5,0.39,68,-0.25,1,5,-61,0,1,3,823.68419,0,1
6,5,6,1,3,41,2.8,0.16,68,-0.18,1,4,-66,0,0,3,769.473663,0,1
7,9,7,0,3,42,2.9,0.46,69,0.87,1,5,-62,0,1,3,795.263136,0,1
10,10,10,1,3,39,3.2,1.3,67,1.38,1,4,-60,0,1,3,777.894717,0,1
7,6,8,0,3,37,3,0.56,67,0.24,1,4,-60,0,0,3,726.315771,0,1
7,7,7,1,5,41,3.9,0.44,54,0.32,1,3,-47,0,0,6,879.473663,0,1
10,10,10,1,3,40,3,1.7,68,2.16,1,4,-61,0,1,3,773.68419,0,1
8,5,8,0,4,37,3.2,0.64,59,-0.22,1,3,-52,0,0,5,746.315771,0,1
8,7,8,1,1,40.5,3.2,0.77,65,0.55,1,5,-58,0,1,4,801.5789265,0,1
9,9,9,1,5,44,3.4,1.09,67,1.02,1,3,-60,0,1,6,876.842082,0,1
1,2,1,1,2,27.5,3,-1.34,68,-1.17,1,2,-61,0,1,2,576.3157775,0,1
10,10,10,1,1,35,3.9,1.37,69,1.37,1,4,-62,0,1,4,784.736825,0,1
9,9,9,1,1,34,3.3,0.94,68,0.93,1,4,-61,0,0,4,708.947352,0,1
5,6,5,1,3,39,2.8,-0.05,68,0.24,1,2,-61,0,1,3,737.894717,0,1
4,6,4,1,4,41,3.5,-0.26,69,0.16,1,4,-62,0,0,5,839.473663,0,1
9,10,10,1,3,39,3.4,1.27,69,1.51,1,3,-62,0,1,3,797.894717,0,1
2,3,2,1,2,30,2.7,-1.05,63,-0.69,2,3,-61,1,1,2,585.78946,0,1
6,5,6,1,3,41,3.2,0.21,63,-0.23,1,4,-61,0,0,3,809.473663,0,1
10,9,10,0,4,38.5,3.5,1.33,67,1.2,1,2,-60,0,1,5,799.9999805,0,1
8,7,8,1,1,43,3.3,0.68,70,0.5,1,4,-63,0,1,4,851.052609,0,1
7,8,8,1,1,42,3.7,0.59,65,0.77,1,3,-58,0,1,4,875.263136,0,1
8,8,8,1,3,37,3.1,0.62,68,0.72,1,4,-61,0,0,3,736.315771,0,1
1,2,1,1,3,35,3.2,-1.77,62,-1.17,1,3,-55,0,1,3,714.736825,0,0
6,2,6,1,4,42,3.5,0.13,69,-0.91,1,4,-62,0,1,5,855.263136,0,1
3,7,4,1,1,37,3.4,-0.51,56,0.34,2,3,-49,1,0,4,766.315771,0,1
3,3,4,1,3,34.5,2.9,-0.5,53,-0.85,1,2,-46,0,0,3,676.8420885,0,0
2,1,2,1,1,40,3.7,-0.96,69,-1.34,1,3,-67,0,1,4,843.68419,0,1
5,3,5,1,3,37,3.2,-0.04,69,-0.6,1,4,-62,0,1,3,746.315771,0,1
5,6,5,1,4,41,3.7,-0.04,55,0.08,1,4,-48,0,1,5,859.473663,0,1
6,6,6,1,5,42,3.4,0.15,68,0.05,1,4,-61,0,1,6,845.263136,0,1
10,10,10,1,3,35,3.4,2.58,59,2.9,1,4,-52,0,1,3,734.736825,0,1
7,5,7,0,1,37,3,0.55,68,-0.17,1,4,-61,0,0,4,726.315771,0,1
1,1,1,1,4,32.5,2.8,-1.61,68,-1.85,2,5,-61,1,0,5,635.2631425,0,1
10,10,10,1,5,33,3.2,2.29,67,1.36,1,1,-60,0,1,6,683.157879,0,1
7,8,7,1,3,36,2.8,0.48,69,0.56,1,5,-62,0,1,3,690.526298,0,1
9,9,9,1,5,45,3.6,1.26,69,0.93,1,4,-62,0,1,6,912.631555,0,1
4,6,4,1,4,42,3.5,-0.43,69,0.11,1,4,-62,0,0,5,855.263136,0,1
3,3,4,0,4,44,3.3,-0.49,69,-0.6,1,3,-62,0,1,5,866.842082,0,1
7,5,7,0,4,29,3.5,0.51,69,-0.14,1,2,-62,0,0,5,649.999987,0,1
8,10,8,1,3,41,2.9,0.74,69,1.59,1,4,-62,0,1,3,779.473663,0,1
5,4,5,1,4,35,3.8,-0.15,67,-0.24,1,3,-60,0,1,5,774.736825,0,1
8,8,8,1,1,37,3.5,0.84,53,0.75,1,3,-46,0,1,4,776.315771,0,1
8,8,8,1,3,37,3.2,0.65,69,0.57,1,4,-62,0,0,3,746.315771,0,1
8,9,8,1,3,38,3.1,0.81,68,1.14,1,4,-61,0,0,3,752.105244,0,1
5,2,5,1,1,30,2.7,-0.01,66,-0.93,1,4,-59,0,0,4,585.78946,0,1
3,4,3,0,1,27,2.9,-0.72,67,-0.27,1,2,-60,0,1,4,558.421041,0,1
8,6,8,1,4,47,2.9,0.71,67,0.02,1,4,-60,0,1,5,874.210501,0,1
2,6,2,1,3,37,3.3,-1.1,66,-0.01,1,5,-59,0,0,3,756.315771,0,1
2,3,2,1,3,37,2.4,-1.1,66,-0.73,1,3,-59,0,0,3,666.315771,0,1
5,5,5,1,4,37,3.5,-0.17,68,-0.21,1,3,-61,0,1,5,776.315771,0,1
3,4,3,1,1,35,3.8,-0.65,62,-0.32,1,4,-55,0,1,4,774.736825,0,1
1,3,1,1,3,31,3.2,-1.35,69,-0.81,1,3,-62,0,0,3,651.578933,0,1
6,2,6,1,3,32.5,3.3,0.1,66,-0.92,1,4,-59,0,1,3,685.2631425,0,1
9,10,9,1,2,37,3.9,1.04,68,2.12,1,4,-66,0,1,2,816.315771,0,1
9,10,9,1,1,40,3.6,0.98,67,1.3,1,4,-60,0,1,4,833.68419,0,1
8,6,8,1,2,35,2.6,0.63,67,-0.02,1,4,-60,0,1,2,654.736825,0,1
7,3,7,1,1,38,2.4,0.43,68,-0.6,1,4,-61,0,1,4,682.105244,0,1
10,10,10,1,2,35.5,2.6,1.88,64,1.8,1,4,-57,0,1,2,662.6315615,0,1
3,4,4,1,1,37,3.8,-0.48,69,-0.38,1,5,-62,0,0,4,806.315771,0,1
4,5,4,1,5,43,3.8,-0.22,66,-0.05,1,2,-64,0,1,6,901.052609,0,1
10,10,10,0,1,38,3.5,1.55,69,1.96,1,2,-62,0,1,4,792.105244,0,1
5,4,5,1,1,37,3.8,-0.03,70,-0.26,1,5,-68,0,1,4,806.315771,0,1
2,2,2,1,5,38,3.7,-0.96,65,-0.87,1,2,-58,0,0,6,812.105244,0,1
1,2,2,0,4,45,3.4,-1.25,51,-1.21,1,2,-44,0,0,5,892.631555,0,1
10,9,10,1,3,39,3.1,1.66,69,1.18,2,4,-62,1,1,3,767.894717,0,1
1,1,1,0,4,24,3.1,-1.75,66,-1.99,1,1,-59,0,0,5,531.052622,0,0
4,3,4,1,4,35.3,2.7,-0.29,67,-0.85,1,4,-60,0,1,5,669.4736669,0,1
3,6,3,1,4,36,2.9,-0.52,68,0.13,1,4,-61,0,1,5,700.526298,0,1
8,7,8,1,3,43,2.9,0.59,69,0.34,1,4,-62,0,1,3,811.052609,0,1
9,9,9,1,3,42,2.3,0.98,66,1.16,1,4,-59,0,1,3,735.263136,0,1
4,4,5,1,4,36,3.2,-0.21,69,-0.4,1,4,-62,0,1,5,730.526298,0,1
4,4,4,0,1,24,3.5,-0.39,61,-0.27,1,3,-59,0,0,4,571.052622,0,1
2,3,3,1,3,38.5,2.8,-0.76,67,-0.58,1,4,-60,0,0,3,729.9999805,0,1
4,5,4,1,3,25.7,2.8,-0.35,68,-0.24,1,3,-61,0,0,3,527.8947261,0,1
3,6,3,1,2,35.5,2.8,-0.63,69,0.16,1,3,-62,0,1,2,682.6315615,0,1
6,6,6,0,4,45,3.9,0.09,69,0.02,1,3,-62,0,1,5,942.631555,0,1
4,4,4,1,3,41,3.1,-0.29,68,-0.53,1,3,-61,0,1,3,799.473663,0,1
2,2,2,1,3,37,2.7,-1.07,67,-1.03,1,4,-60,0,1,3,696.315771,0,1
9,8,9,1,3,39,3.5,1.24,69,0.59,1,3,-62,0,0,3,807.894717,0,1
9,9,9,1,1,42,3.8,1.29,69,1.17,1,3,-62,0,1,4,885.263136,0,1
9,9,9,1,4,42,3.8,0.95,69,1.29,1,4,-67,0,1,5,885.263136,0,1
4,6,5,1,3,42,3.1,-0.19,68,0.05,1,4,-61,0,1,3,815.263136,0,1
8,7,8,1,3,41,3.2,0.74,69,0.43,1,5,-62,0,1,3,809.473663,0,1
1,6,2,1,3,38,3,-1.23,69,0.08,1,4,-62,0,0,3,742.105244,0,1
4,4,5,1,3,33,3.4,-0.23,66,-0.47,1,3,-64,0,0,3,703.157879,0,1
1,2,1,1,1,28,3.7,-1.28,57,-1.02,1,2,-51,0,0,4,654.210514,0,1
1,1,1,0,3,31,2.8,-1.42,68,-1.62,1,3,-61,0,1,3,611.578933,0,1
7,6,7,1,1,39,3.3,0.42,69,0.21,1,3,-67,0,1,4,787.894717,0,1
8,8,8,1,5,44,3.3,0.67,67,0.76,1,3,-60,0,1,6,866.842082,0,1
6,5,7,1,3,32,3.3,0.26,69,-0.12,1,3,-62,0,1,3,677.368406,0,1
6,6,6,0,3,33,3.7,0.17,68,0.12,1,4,-61,0,0,3,733.157879,0,1
8,8,8,0,4,43,3.6,0.6,65,0.75,1,3,-58,0,1,5,881.052609,0,1
3,4,4,1,3,33,3.4,-0.43,69,-0.37,1,4,-62,0,1,3,703.157879,0,1
1,1,1,1,3,30.5,3.1,-1.75,69,-1.83,1,4,-62,0,1,3,633.6841965,0,1
4,5,4,1,2,34,2.8,-0.35,61,-0.17,1,4,-59,0,0,2,658.947352,0,1
5,6,6,1,3,42,3.3,0.05,69,0.12,1,4,-62,0,1,3,835.263136,0,1
9,9,9,0,1,42,3.2,1.09,71,1.28,1,4,-64,0,0,4,825.263136,0,1
6,9,6,1,4,35,3.6,0.14,59,1.04,2,4,-57,1,1,5,754.736825,0,1
7,4,7,1,4,47,3.6,0.48,69,-0.25,1,4,-62,0,1,5,944.210501,0,1
2,3,3,1,3,36.5,3.2,-0.77,69,-0.79,1,4,-62,0,0,3,738.4210345,0,1
9,7,9,0,3,32,3.1,0.96,66,0.46,1,1,-59,0,1,3,657.368406,0,1
7,7,7,1,3,28,3.3,0.37,69,0.49,1,3,-62,0,0,3,614.210514,0,1
7,6,7,1,5,43,3.1,0.41,67,0.26,1,4,-60,0,0,6,831.052609,0,1
7,7,8,1,1,46,3.4,0.59,68,0.42,1,4,-61,0,1,4,908.421028,0,1
5,6,5,1,5,36,3.9,-0.13,56,0.1,1,3,-49,0,1,6,800.526298,0,1
5,7,6,1,3,34,3.4,0.03,69,0.38,1,3,-62,0,0,3,718.947352,0,1
9,8,9,1,3,41,3.9,0.96,68,0.61,1,2,-61,0,0,3,879.473663,0,1
4,7,4,1,4,34,3.2,-0.33,67,0.26,1,3,-60,0,0,5,698.947352,0,1
4,4,4,1,3,31,3.7,-0.36,69,-0.32,1,3,-63,0,1,3,701.578933,0,1
9,6,9,1,3,35,3.3,0.96,69,0.18,1,4,-62,0,1,3,724.736825,0,1
8,9,8,1,4,33,3.8,0.77,69,0.99,1,3,-62,0,0,5,743.157879,0,1
7,8,7,1,1,37,3,0.4,67,0.7,1,4,-60,0,0,4,726.315771,0,1
6,5,6,1,3,42,2.9,0.1,64,-0.18,1,4,-57,0,1,3,795.263136,0,1
2,4,2,1,1,37,3.1,-1.04,64,-0.32,1,4,-57,0,1,4,736.315771,0,1
5,5,5,1,4,40,3.9,-0.16,68,-0.13,1,5,-61,0,0,5,863.68419,0,1
1,1,2,1,3,35,2.5,-1.23,44,-1.54,1,3,-37,0,1,3,644.736825,0,1
7,10,7,1,5,45,3.8,0.57,66,1.37,1,4,-59,0,1,6,932.631555,0,1
2,2,2,1,3,44,3.3,-0.87,69,-0.99,1,5,-67,0,0,3,866.842082,0,1
10,9,10,1,3,42,3.1,1.45,66,1.3,1,5,-64,0,1,3,815.263136,0,1
9,10,9,1,4,36,3.1,1.02,67,1.59,1,3,-60,0,1,5,720.526298,0,1
8,9,9,1,1,40,3.7,0.88,69,1.15,1,4,-67,0,0,4,843.68419,0,1
10,4,10,1,5,40,3.3,1.62,69,-0.41,1,4,-62,0,1,6,803.68419,0,1
2,4,3,1,3,39,3.5,-0.71,68,-0.49,1,4,-61,0,0,3,807.894717,0,1
2,2,2,1,4,44,3.4,-1.06,66,-0.91,1,4,-59,0,1,5,876.842082,0,1
10,8,10,1,6,34,2.5,1.91,65,0.77,1,3,-58,0,1,1,628.947352,0,1
1,3,2,1,1,34,3.6,-1.21,68,-0.8,1,4,-61,0,0,4,738.947352,0,1
9,9,9,1,4,45,3.3,1,68,1.05,1,4,-61,0,0,5,882.631555,0,1
6,9,7,1,4,35,3.3,0.27,67,0.9,1,5,-60,0,0,5,724.736825,0,1
4,6,4,1,1,38,3.3,-0.29,60,0.16,1,2,-53,0,1,4,772.105244,0,1
1,1,1,0,1,40,2.9,-1.76,67,-1.72,1,2,-60,0,1,4,763.68419,0,1
2,1,2,0,1,37,2.7,-1.01,65,-1.49,1,2,-63,0,0,4,696.315771,0,1
10,10,10,1,1,37,3.7,1.35,69,1.34,1,4,-62,0,1,4,796.315771,0,1
1,4,1,1,2,24,3.3,-2.1,42,-0.49,2,3,-35,1,0,2,551.052622,0,0
5,7,6,1,5,43,2.9,0.07,61,0.27,1,3,-54,0,1,6,811.052609,0,1
5,6,5,1,3,37,3,-0.13,68,0.05,1,4,-61,0,0,3,726.315771,0,1
6,5,6,1,1,40,3.8,0.29,69,-0.09,1,4,-62,0,1,4,853.68419,0,1
2,1,2,1,2,32,3.2,-0.96,65,-1.62,1,3,-58,0,1,2,667.368406,0,1
8,8,8,1,2,33,3.1,0.81,69,0.73,1,4,-62,0,0,2,673.157879,0,1
4,2,4,1,2,33,2.4,-0.42,57,-0.98,1,3,-55,0,1,2,603.157879,0,1
2,5,3,1,1,39,3.5,-0.81,56,-0.07,1,3,-49,0,1,4,807.894717,0,1
1,1,2,0,2,25,3.3,-1.1,69,-1.97,1,3,-67,0,0,2,566.842095,0,1
1,1,1,0,5,33,3.6,-1.68,69,-1.79,1,4,-62,0,1,6,723.157879,0,1
5,5,6,1,3,36,3.3,0.01,59,-0.13,1,2,-52,0,1,3,740.526298,0,1
8,9,8,1,3,34.5,3.2,0.82,65,0.92,1,3,-58,0,0,3,706.8420885,0,1
10,10,10,1,1,46,3.4,1.93,64,1.84,1,3,-57,0,1,4,908.421028,0,1
8,7,9,0,1,40,3.1,0.88,64,0.51,1,3,-57,0,1,4,783.68419,0,1
5,7,5,1,3,40,3.1,-0.03,69,0.53,1,4,-62,0,1,3,783.68419,0,1
9,8,9,1,2,34,3,0.9,66,0.83,1,3,-59,0,1,2,678.947352,0,1
8,7,8,1,1,28,2.9,0.86,60,0.33,1,4,-53,0,1,4,574.210514,0,1
3,5,3,1,4,38,3.4,-0.64,67,-0.18,1,4,-60,0,1,5,782.105244,0,1
9,8,9,1,3,35,3.2,1.1,58,0.81,1,2,-51,0,1,3,714.736825,0,1
8,6,8,1,4,31,3.5,0.66,44,0.04,2,4,-37,1,0,5,681.578933,0,0
5,4,5,1,5,42,3.5,0.03,69,-0.42,1,4,-62,0,1,6,855.263136,0,1
1,1,2,1,3,29.5,3.1,-1.28,66,-1.35,1,4,-59,0,0,3,617.8947235,0,1
4,8,5,1,4,41,3.4,-0.23,69,0.57,1,4,-62,0,1,5,829.473663,0,1
4,8,4,1,2,37,2.9,-0.37,52,0.54,2,3,-50,1,1,2,716.315771,0,1
4,6,4,1,3,34,3.5,-0.38,68,0.12,1,2,-61,0,1,3,728.947352,0,1
2,3,2,1,5,42,3.8,-1.02,69,-0.71,1,5,-62,0,1,6,885.263136,0,1
4,4,4,1,3,35,2.6,-0.25,67,-0.51,1,1,-60,0,1,3,654.736825,0,1
4,4,4,1,4,33,3.7,-0.32,49,-0.3,2,2,-47,1,0,5,733.157879,0,0
3,1,4,1,3,32,3.1,-0.44,66,-1.47,1,4,-59,0,0,3,657.368406,0,0
7,8,7,1,4,45,3.9,0.46,69,0.72,1,3,-62,0,0,5,942.631555,0,1
8,7,8,1,3,33.5,3.4,0.69,68,0.35,1,3,-61,0,1,3,711.0526155,0,1
5,6,6,1,1,42,3.2,0.08,68,0.18,1,4,-61,0,1,4,825.263136,0,1
5,6,5,1,1,36,3.4,-0.09,66,0.04,1,4,-59,0,0,4,750.526298,0,1
10,10,10,1,2,37,3.7,2.39,66,2.02,1,4,-59,0,0,2,796.315771,0,1
10,9,10,1,4,46,3.4,1.85,69,1.03,1,5,-62,0,1,5,908.421028,0,1
2,3,2,0,4,34,3.3,-0.86,44,-0.61,1,4,-42,0,1,5,708.947352,0,1
3,4,3,1,3,31,3.2,-0.52,59,-0.5,1,3,-52,0,1,3,651.578933,0,1
3,5,3,1,1,46,3.4,-0.69,69,-0.12,1,4,-62,0,1,4,908.421028,0,1
1,3,1,1,2,28.5,2.5,-1.44,68,-0.78,1,4,-61,0,1,2,542.1052505,0,0
1,1,1,0,3,27,2.5,-1.35,68,-1.48,1,5,-61,0,0,3,518.421041,0,1
2,2,3,1,3,45,2.2,-0.81,66,-0.94,1,4,-59,0,1,3,772.631555,0,1
2,2,3,1,4,43,3.3,-0.8,66,-0.88,1,3,-59,0,0,5,851.052609,0,1
4,3,4,1,4,41,3.6,-0.42,68,-0.57,1,4,-61,0,0,5,849.473663,0,1
3,4,3,1,5,39,3,-0.56,63,-0.36,1,2,-56,0,0,6,757.894717,0,1
10,10,10,0,3,36,3.3,1.74,67,1.81,1,3,-60,0,0,3,740.526298,0,1
6,5,6,1,1,36,3.9,0.19,69,-0.02,1,3,-63,0,0,4,800.526298,0,0
1,1,1,1,4,40,2.6,-1.68,50,-1.69,1,2,-43,0,1,5,733.68419,0,1
8,10,8,1,3,33,3.3,0.68,69,1.47,1,4,-62,0,0,3,693.157879,0,1
1,3,1,0,5,44,3.1,-1.51,69,-0.74,1,4,-67,0,1,6,846.842082,0,1
9,6,9,0,3,31,3.1,0.9,68,0.21,1,5,-61,0,1,3,641.578933,0,1
3,7,4,1,2,30,2.1,-0.47,63,0.23,1,4,-56,0,1,2,525.78946,0,1
9,10,9,1,1,33.5,3.2,1.28,68,1.31,1,4,-61,0,1,4,691.0526155,0,1
7,6,7,1,2,31.5,2.6,0.42,60,0,1,3,-53,0,1,2,599.4736695,0,1
4,6,4,1,4,32,3.7,-0.43,56,0.18,2,3,-49,1,0,5,717.368406,0,1
3,3,3,1,1,44,3.7,-0.67,68,-0.55,1,3,-61,0,0,4,906.842082,0,1
5,6,6,1,2,36,2.7,0.01,62,0.1,1,2,-55,0,1,2,680.526298,0,1
2,4,2,1,1,36,3.2,-0.86,60,-0.37,1,3,-53,0,1,4,730.526298,0,1
8,8,8,0,6,35,3.3,0.73,68,0.52,1,4,-61,0,0,1,724.736825,0,1
5,5,5,0,1,33,2.5,-0.03,66,-0.15,1,4,-59,0,0,4,613.157879,0,1
5,4,5,0,6,25,3.5,0,60,-0.5,1,2,-53,0,0,1,586.842095,0,1
9,10,9,1,3,31.5,3.2,1.11,69,1.41,1,3,-62,0,1,3,659.4736695,0,1
9,9,9,1,1,36.5,3.2,1.23,68,0.93,1,4,-61,0,1,4,738.4210345,0,1
9,7,9,1,3,41,2.5,1.15,66,0.51,1,3,-59,0,1,3,739.473663,0,1
1,2,2,0,5,46,3.1,-1.23,69,-0.99,1,3,-62,0,1,6,878.421028,0,1
6,9,6,1,1,39.5,3.5,0.2,67,1.07,1,4,-60,0,1,4,815.7894535,0,1
